PM2.5,PM10,TEMP,PRES,DEWP,RAIN,WSPM,PM2.5*,PM10*,SO2*,NO2*,CO*,O3*,CO,O3,SO2,NO2
72,73,25.8,999.1,16.4,0,2.1,84,84,7,46,900,140,900,129,6,46
57,57,25,999.8,15.3,0,3.1,72,73,6,46,900,129,700,123,5,35
49,55,22.8,1001.2,16.8,0,1.1,57,57,5,35,700,123,700,136,3,30
46,46,22.3,1000.9,17.2,0,0.8,49,55,3,30,700,136,700,128,3,32
51,51,21.7,1000.5,17.5,0,1.9,46,46,3,32,700,128,700,114,3,35
56,56,21.5,1001,17.9,0,1.6,51,51,3,35,700,114,700,92,3,43
67,67,21.2,1001,17.8,0,1.1,56,56,3,43,700,92,700,70,3,45
67,67,20.8,1000.4,18.4,0.7,2.3,67,67,3,45,700,70,700,51,3,44
91,91,20.1,1000,18.8,4,2.9,67,67,3,44,700,51,600,43,2,38
82,82,20.1,1001.3,18.8,1.6,1.6,91,91,2,38,600,43,500,79,2,28
64,64,19.9,1000.6,18.2,2.6,1.1,82,82,2,28,500,79,600,83,2,22
72,72,19.2,1001,17.7,0.3,1.6,64,64,2,22,600,83,600,92,2,22
49,49,18.9,1001.8,16.7,0.1,1.3,72,72,2,22,600,92,600,89,2,27
18,18,20.8,1001.4,16.6,0,1.4,49,49,2,27,600,89,500,92,2,25
21,22,21.1,1001.8,16.7,0,1.3,18,18,2,25,500,92,600,84,2,36
27,28,21.7,1002.5,16.9,0,1.4,21,22,2,36,600,84,700,75,2,46
44,44,21.9,1002.5,17.3,0,2.1,27,28,2,46,700,75,800,86,2,NA
59,59,22.1,1002.1,17.9,0,1.2,44,44,2,NA,800,86,800,89,2,NA
61,61,22.1,1001.6,18.3,0,1.7,59,59,2,NA,800,89,900,77,2,37
69,69,21.5,1001.6,19.1,0,1.5,61,61,2,37,900,77,1000,77,2,39
87,87,21.3,1001.2,19.4,0.1,0.8,69,69,2,39,1000,77,1000,84,2,34
87,87,21.7,1001.5,19.1,0,1.8,87,87,2,34,1000,84,1000,81,2,36
103,103,22.1,1000.9,18.5,0,1.2,87,87,2,36,1000,81,900,85,2,31
118,118,22.1,1001.2,18.9,0,0.9,103,103,2,31,900,85,1000,80,2,36
126,126,21.8,1001.7,19.2,0.2,1.2,118,118,2,36,1000,80,1100,78,2,42
125,125,21.9,1001.7,18.9,0,1.3,126,126,2,42,1100,78,1200,67,2,53
141,141,21.2,1002.2,19.3,0.2,0.8,125,125,2,53,1200,67,1200,69,2,47
141,141,21.1,1001.8,19.9,0.6,1,141,141,2,47,1200,69,1300,31,2,75
146,146,20.9,1001.2,19.9,0,1.3,141,141,2,75,1300,31,1200,26,2,64
113,113,21,1000.8,20,0.1,1.3,146,146,2,64,1200,26,1000,49,2,41
102,102,21,1000.7,20,0,1.2,113,113,2,41,1000,49,1000,61,2,32
97,97,21,1000.8,20,0,1.1,102,102,2,32,1000,61,900,57,2,27
101,101,21.1,1000,19.9,0,0.9,97,97,2,27,900,57,900,47,2,29
108,108,21.1,999.8,19.9,0,1.4,101,101,2,29,900,47,900,40,2,30
127,127,21,999.9,20.2,0,1.2,108,108,2,30,900,40,1000,29,2,41
122,122,21.2,1000.1,20.2,0,0.8,127,127,2,41,1000,29,1000,29,2,36
120,120,21.3,1000.7,20.1,0,0.6,122,122,2,36,1000,29,1000,33,2,36
124,124,21.8,1001.1,20.1,0,0.8,120,120,2,36,1000,33,1000,43,2,35
129,129,23.2,1001,20,0,1,124,124,2,35,1000,43,1100,54,2,38
121,121,25.2,1001,20,0,1.3,129,129,2,38,1100,54,1000,70,2,37
114,114,26.1,1000.8,19.2,0,1.5,121,121,2,37,1000,70,1100,77,2,42
126,126,27.3,1000.4,19.4,0,0.9,114,114,2,42,1100,77,1100,103,2,40
123,123,27.8,999.6,19.1,0,1.5,126,126,2,40,1100,103,1000,144,2,34
122,122,28.7,999.1,19.6,0,2.4,123,123,2,34,1000,144,900,182,2,25
104,104,29.3,998.9,19.9,0,2.4,122,122,2,25,900,182,800,183,2,18
97,97,28.4,999.4,19.9,0,2,104,104,2,18,800,183,800,176,2,20
115,115,28.2,999.5,20.2,0,1.4,97,97,2,20,800,176,900,157,2,27
122,122,26.7,1000.1,20.8,0.4,3.2,115,115,2,27,900,157,1000,145,2,26
133,133,25.5,999,21.8,1.4,1.5,122,122,2,26,1000,145,1100,115,2,33
146,146,24,999.6,22.1,0,1.1,133,133,2,33,1100,115,1400,78,2,66
168,168,23.2,1000.1,21.8,0,0.7,146,146,2,66,1400,78,1600,48,2,86
164,164,23.4,1000.5,21.1,0,1.3,168,168,2,86,1600,48,1500,59,2,71
148,148,22.6,1001,20.9,0,0.3,164,164,2,71,1500,59,1200,59,2,59
106,106,21.6,1000.4,19.7,0,1.1,148,148,2,59,1200,59,1000,59,2,52
99,99,21.8,1000.5,20.1,0,0.7,106,106,2,52,1000,59,1200,22,2,76
70,70,21.9,1000.1,17.9,0,2.3,99,99,2,76,1200,22,1100,9,2,79
60,60,21.5,1000.7,17.9,0,0.7,70,70,2,79,1100,9,500,35,2,47
59,59,20.9,1000.3,17.9,0,0.7,60,60,2,47,500,35,500,46,2,36
64,64,21.6,1000.2,18.4,0,1.2,59,59,2,36,500,46,700,35,2,41
54,57,20.9,1000.1,18.7,1.1,1.1,64,64,2,41,700,35,800,31,2,42
71,71,21.3,1000.3,19.6,0,0.8,54,57,2,42,800,31,1000,15,2,52
87,87,22.7,999.7,19.1,0,2.2,71,71,2,52,1000,15,1100,20,2,56
77,77,25.5,1000.1,19.9,0,1.4,87,87,2,56,1100,20,1000,46,2,50
81,81,26.9,1000,20.5,0,1.6,77,77,2,50,1000,46,1000,80,2,45
68,68,28.3,999.7,19.8,0,1.4,81,81,2,45,1000,80,800,124,2,26
61,61,29.7,999.6,19.1,0,1.8,68,68,2,26,800,124,800,135,2,32
63,63,30.9,998.6,17.2,0,1.5,61,61,2,32,800,135,800,165,2,30
65,65,31.5,997,18.5,0,2.1,63,63,2,30,800,165,800,202,2,24
49,49,32.6,997,16.8,0,2.1,65,65,2,24,800,202,700,202,2,17
34,34,32.9,997,16.3,0,1.9,49,49,2,17,700,202,600,209,2,16
34,34,33.2,997,16.5,0,1.3,34,34,2,16,600,209,600,210,2,16
46,93,31.1,997.3,19.1,0,2.1,34,34,2,16,600,210,700,202,2,24
66,72,30.1,998,20.6,0,2.5,46,93,2,24,700,202,800,184,2,24
88,88,29.3,998.4,21,0,1.7,66,72,2,24,800,184,900,175,2,25
95,95,28,999.1,22,0,1.1,88,88,2,25,900,175,1000,161,2,32
123,123,26.9,999.2,22.3,0,0.5,95,95,2,32,1000,161,1200,133,2,41
160,160,27.9,999.6,15.9,0,3.2,123,123,2,41,1200,133,1400,102,2,52
3,5,27.2,1000,12,0,2.5,160,160,2,52,1400,102,500,81,2,25
3,5,26.8,1000,12.4,0,2.4,3,5,2,25,500,81,400,74,2,22
12,12,25.9,1000,12.7,0,1,3,5,2,22,400,74,400,56,2,37
9,9,25.4,1000.1,12.9,0,1.1,12,12,2,37,400,56,400,57,2,32
8,8,23.9,999.7,12.8,0,1.4,9,9,2,32,400,57,400,59,2,27
10,13,23.4,999.6,13.6,0,1.4,8,8,2,27,400,59,400,46,2,35
14,16,24.1,1000.4,13.9,0,1.5,10,13,2,35,400,46,400,37,2,43
15,16,24.6,1000.9,13.5,0,2.6,14,16,2,43,400,37,400,41,2,38
16,20,26.5,1001.2,13.3,0,2.2,15,16,2,38,400,41,400,48,2,32
17,17,27.6,1001,11.6,0,3.1,16,20,2,32,400,48,400,60,2,23
13,26,28.7,1000.5,11.7,0,3.2,17,17,2,23,400,60,400,76,2,18
10,16,29.9,1000.2,13.2,0,2.9,13,26,2,18,400,76,400,98,2,15
10,13,30.4,999.8,12.8,0,2.7,10,16,2,15,400,98,400,107,2,16
9,9,30.8,999.3,13.6,0,2,10,13,2,16,400,107,400,127,2,13
9,9,31.5,998.9,12.3,0,2.1,9,9,2,13,400,127,400,134,2,12
7,7,31.2,998.4,10.5,0,2.1,9,9,2,12,400,134,300,131,2,11
6,8,32,997.9,10.1,0,1.6,7,7,2,11,300,131,300,136,2,12
7,7,32,997.5,10.1,0,1.2,6,8,2,12,300,136,300,123,2,11
28,86,31.4,997.6,13.6,0,1.6,7,7,2,11,300,123,500,158,2,23
30,47,30,998.1,16.8,0,2.2,28,86,2,23,500,158,600,167,2,24
34,47,28.8,998.6,17,0,3,30,47,2,24,600,167,600,168,2,22
34,44,28.2,999.2,15.5,0,2.7,34,47,2,22,600,168,600,147,2,30
30,46,27.6,999.7,15.3,0,2.3,34,44,2,30,600,147,600,119,2,37
34,45,26.8,999.8,15.5,0,1.8,30,46,2,37,600,119,600,91,2,42
28,52,25.3,999.7,16.2,0,1.1,34,45,2,42,600,91,600,60,2,57
30,58,24.9,999.8,17.1,0,1.6,28,52,2,57,600,60,600,39,2,60
41,73,23.7,999.8,17.9,0,1.1,30,58,2,60,600,39,700,16,2,71
44,64,22.5,1000.2,18.3,0,1.1,41,73,2,71,700,16,600,12,2,66
52,64,22.7,1000.4,18.2,0,1.2,44,64,2,66,600,12,600,16,2,60
57,66,21.2,1000.8,18.6,0,0.8,52,64,2,60,600,16,800,3,2,72
79,113,22.1,1001.1,19.5,0,1.4,57,66,2,72,800,3,1000,6,2,76
111,118,23.5,1001.5,19.4,0,1.5,79,113,2,76,1000,6,1100,20,2,66
120,120,24.9,1001.9,19.7,0,1.7,111,118,2,66,1100,20,1200,48,3,54
103,103,26.7,1001.9,18,0,1.3,120,120,3,54,1200,48,1100,69,4,51
82,82,28.4,1001.8,17.3,0,1.4,103,103,4,51,1100,69,900,107,4,37
72,72,30.1,1001.3,17.2,0,1.3,82,82,4,37,900,107,900,148,4,35
86,86,31.5,1000.7,17.4,0,1.8,72,72,4,35,900,148,1000,171,4,49
51,51,32.7,1000.3,16.9,0,3.4,86,86,4,49,1000,171,700,185,3,32
29,29,33.5,999.8,15,0,2.5,51,51,3,32,700,185,500,176,2,14
18,18,33.7,999.6,14.7,0,3.3,29,29,2,14,500,176,500,164,2,12
27,27,33.8,999.4,13.3,0,3.2,18,18,2,12,500,164,500,160,2,12
27,27,33.1,999.2,13.7,0,3.7,27,27,2,12,500,160,400,158,2,11
31,34,32.8,999.2,13.9,0,2.8,27,27,2,11,400,158,500,167,5,15
24,24,31.9,999.5,13.2,0,2.9,31,34,5,15,500,167,500,163,3,16
26,39,31,1000.2,13.7,0,1.8,24,24,3,16,500,163,600,168,2,21
38,74,30,1000.9,15.3,0,1.6,26,39,2,21,600,168,700,149,3,37
48,62,29.4,1001.3,14.4,0,1.6,38,74,3,37,700,149,900,129,4,49
48,53,27.5,1001.3,15.5,0,0.8,48,62,4,49,900,129,900,110,4,56
56,85,27.7,1001.7,16.3,0,1.4,48,53,4,56,900,110,1000,99,5,59
69,101,27.4,1001.8,17.6,0,1.9,56,85,5,59,1000,99,1300,71,11,60
77,100,26.9,1001.7,17.9,0,1.7,69,101,11,60,1300,71,1300,57,12,59
77,87,26.7,1001.6,17.7,0,1.5,77,100,12,59,1300,57,1100,63,10,50
81,84,25.9,1001.7,17.8,0,1.1,77,87,10,50,1100,63,1000,56,9,52
79,79,23.8,1001.8,18.2,0,1.1,81,84,9,52,1000,56,1000,51,10,49
75,75,24.4,1002.1,18.8,0,1.2,79,79,10,49,1000,51,1000,50,11,53
84,88,25.3,1002.4,19.2,0,1.3,75,75,11,53,1000,50,1100,39,16,69
96,115,27.1,1002.4,20,0,1.4,84,88,16,69,1100,39,1300,40,17,79
99,111,28.6,1002.7,18.7,0,1.8,96,115,17,79,1300,40,1300,72,26,57
96,96,29.8,1003.1,17.9,0,2,99,111,26,57,1300,72,1300,106,27,45
89,89,31.2,1002.7,18.5,0,1.6,96,96,27,45,1300,106,1300,146,29,36
87,87,30.9,1002.4,18.3,0,2.1,89,89,29,36,1300,146,1100,175,23,28
75,75,32,1001.7,17.5,0,2.4,87,87,23,28,1100,175,1000,193,17,21
77,77,32,1001.1,18.2,0,1.8,75,75,17,21,1000,193,800,209,12,18
76,76,31.6,1000.8,18.2,0,2.3,77,77,12,18,800,209,800,214,9,21
84,84,32,1000.3,17.5,0,2.6,76,76,9,21,800,214,900,215,8,25
100,100,30.3,1000.6,18.7,0,2.5,84,84,8,25,900,215,1100,215,6,30
132,132,29.7,1001.1,19.1,0,2.4,100,100,6,30,1100,215,1300,187,5,42
108,108,29.4,1001.4,19.4,0,2.6,132,132,5,42,1300,187,1200,182,7,42
99,99,28.9,1001.7,20.1,0,1.8,108,108,7,42,1200,182,1100,172,9,41
101,101,28.5,1002.7,20.8,0,1.5,99,99,9,41,1100,172,1200,150,8,39
132,132,28.2,1003.2,20.2,0,1.8,101,101,8,39,1200,150,1300,137,9,39
150,150,27.4,1003.1,20.5,0,2.1,132,132,9,39,1300,137,1400,115,9,42
160,160,26.7,1002.1,21,0,1.5,150,150,9,42,1400,115,1500,105,10,39
150,150,25.3,1001.8,21,0,1.1,160,160,10,39,1500,105,1300,95,8,36
142,142,25.2,1001.7,21.5,0,1.3,150,150,8,36,1300,95,1200,55,5,47
187,187,25,1002.4,22.3,0,1.6,142,142,5,47,1200,55,1100,35,3,49
274,274,24.8,1002.2,22.1,0,1.3,187,187,3,49,1100,35,1200,61,4,40
272,272,24.3,1003,22.6,0,1.6,274,274,4,40,1200,61,1500,50,3,43
262,262,24.4,1003.6,22.7,0,1.4,272,272,3,43,1500,50,1500,46,3,43
224,224,24.9,1004.1,22,0,1.7,262,262,3,43,1500,46,1400,51,2,39
191,191,25.5,1004.4,20.7,0,1.9,224,224,2,39,1400,51,1300,50,2,41
177,177,27,1004.5,20.3,0,1.1,191,191,2,41,1300,50,1500,63,4,41
144,144,28.5,1004.4,20.2,0,1.9,177,177,4,41,1500,63,1600,82,8,47
115,115,29.9,1004.3,20.5,0,1.6,144,144,8,47,1600,82,1500,124,10,38
108,108,30.1,1004.1,20.1,0,2.5,115,115,10,38,1500,124,1400,155,9,29
102,102,31,1003.4,20,0,1.7,108,108,9,29,1400,155,1400,185,8,22
113,113,31.3,1002.9,20.6,0,3.2,102,102,8,22,1400,185,1400,202,7,19
124,124,30.9,1002.8,19.6,0,3,113,113,7,19,1400,202,1500,216,7,20
116,116,31.4,1002.2,19.7,0,2.4,124,124,7,20,1500,216,1500,224,8,22
114,114,31.4,1002.2,19.4,0,2.3,116,116,8,22,1500,224,1500,226,6,23
113,113,31,1002.6,19,0,2.2,114,114,6,23,1500,226,1500,218,6,28
110,112,29.5,1003.1,20.4,0,3.5,113,113,6,28,1500,218,1100,205,5,30
117,117,28.5,1003.9,19.2,0,3.1,110,112,5,30,1100,205,1200,177,9,41
64,64,27.5,1004.8,17.4,0,2,117,117,9,41,1200,177,1000,117,8,41
52,52,26.9,1005.1,17.4,0,2,64,64,8,41,1000,117,900,73,7,49
41,61,26.2,1005.1,18.6,0,3.2,52,52,7,49,900,73,900,55,6,55
67,96,25.6,1005.6,19.3,0,1.5,41,61,6,55,900,55,900,55,7,50
102,111,24.5,1005.8,20.4,0,1.5,67,96,7,50,900,55,1000,54,8,42
126,126,24.2,1005.8,19.7,0,1.5,102,111,8,42,1000,54,1200,71,8,28
120,120,23.8,1006,19.9,0,1.4,126,126,8,28,1200,71,1100,72,7,25
120,120,23.1,1006.1,19.9,0,1,120,120,7,25,1100,72,1100,58,6,31
115,115,22.6,1006.4,19.9,0,1.1,120,120,6,31,1100,58,1100,62,4,27
109,109,22.9,1006.9,20.4,0,0.8,115,115,4,27,1100,62,1300,56,4,30
118,118,24,1007.3,20.1,0,1.2,109,109,4,30,1300,56,1400,47,5,38
136,136,25.8,1007.5,18.5,0,0.7,118,118,5,38,1400,47,1600,34,6,51
111,111,27.4,1007.6,17,0,1.6,136,136,6,51,1600,34,1400,67,8,41
90,90,28.7,1007.6,14.1,0,0.9,111,111,8,41,1400,67,1200,98,7,34
86,86,29.6,1007.4,15.7,0,2.1,90,90,7,34,1200,98,1200,110,6,42
92,92,30.3,1007,16.7,0,2.3,86,86,6,42,1200,110,1100,132,6,40
87,87,31,1006.4,16.2,0,2.3,92,92,6,40,1100,132,1000,179,5,29
83,83,32,1005.7,16.7,0,1.9,87,87,5,29,1000,179,800,209,5,19
74,74,31.7,1005.3,17.2,0,1.9,83,83,5,19,800,209,800,211,4,17
82,82,32.1,1004.9,17.2,0,2.2,74,74,4,17,800,211,900,235,4,18
83,83,31.9,1004.5,17.8,0,2.6,82,82,4,18,900,235,1000,237,4,20
83,83,31.2,1004.7,17.9,0,2.7,83,83,4,20,1000,237,1100,227,4,22
82,82,30.5,1005.2,17.9,0,2.3,83,83,4,22,1100,227,1300,224,5,24
85,85,29.7,1005.3,18.2,0,2.6,82,82,5,24,1300,224,1100,211,5,29
97,97,29.2,1006.1,18,0,1.9,85,85,5,29,1100,211,1100,210,7,32
105,105,28.7,1006.6,18.5,0,1.8,97,97,7,32,1100,210,1200,186,8,39
113,113,28.3,1006.7,18.1,0,2.2,105,105,8,39,1200,186,1400,175,10,42
104,104,27.4,1006.9,17.3,0,2.3,113,113,10,42,1400,175,1200,146,11,36
67,67,26.7,1007.5,16,0,2.7,104,104,11,36,1200,146,1100,106,12,31
65,65,26.2,1007.8,15.6,0,2.2,67,67,12,31,1100,106,1000,66,10,36
52,52,25.7,1007.7,15.7,0,1.2,65,65,10,36,1000,66,700,48,9,41
49,49,24.4,1007.6,16.4,0,0.8,52,52,9,41,700,48,600,60,9,37
51,60,23.2,1007.7,17,0,0.7,49,49,9,37,600,60,900,50,9,46
55,69,23.1,1008,18,0,1,51,60,9,46,900,50,900,45,9,51
67,81,25.5,1008.6,17.4,0,1.1,55,69,9,51,900,45,1000,55,10,45
78,84,27.8,1009,18.2,0,0.9,67,81,10,45,1000,55,1000,69,10,46
77,94,28.6,1008.8,17.8,0,1.1,78,84,10,46,1000,69,1100,70,10,66
85,106,30,1008.6,18.4,0,1.2,77,94,10,66,1100,70,1200,78,10,81
95,95,31.6,1008.2,18.2,0,1.3,85,106,10,81,1200,78,1000,161,7,39
90,90,32,1007.7,17.1,0,2.1,95,95,7,39,1000,161,900,200,6,25
83,83,33.4,1007.2,15.9,0,1.9,90,90,6,25,900,200,800,218,5,17
68,68,33.5,1006.7,15.9,0,2.8,83,83,5,17,800,218,700,212,5,15
55,55,33.9,1006.6,15.4,0,3,68,68,5,15,700,212,700,198,4,13
46,46,33.7,1006.3,15.2,0,2.5,55,55,4,13,700,198,600,196,4,13
43,62,33.5,1005.7,15.9,0,2.3,46,46,4,13,600,196,700,200,4,16
49,57,32.8,1005.7,15.3,0,2,43,62,4,16,700,200,800,204,5,20
53,57,32,1005.7,15.9,0,2,49,57,5,20,800,204,800,209,4,24
65,68,31.1,1005.9,15.5,0,1.3,53,57,4,24,800,209,1000,206,4,27
74,102,30,1006.6,17.1,0,1.4,65,68,4,27,1000,206,1100,196,6,31
77,88,29,1006.8,18.5,0,2.1,74,102,6,31,1100,196,1300,170,7,45
100,133,28.3,1007.1,19,0,2.2,77,88,7,45,1300,170,1700,143,8,43
93,93,28,1007.3,17.8,0,1.8,100,133,8,43,1700,143,2100,144,13,26
93,95,27.4,1007.5,17.3,0,2,93,93,13,26,2100,144,2100,127,14,26
106,106,27,1007.3,18,0,1.8,93,95,14,26,2100,127,2100,108,16,32
109,109,25.6,1007.3,18.3,0,1.7,106,106,16,32,2100,108,1600,92,15,36
108,108,24.3,1007.4,19.1,0,1.3,109,109,15,36,1600,92,1700,83,18,32
121,121,23.5,1007.9,20.4,0,1.6,108,108,18,32,1700,83,1900,53,17,53
152,167,23.9,1008.2,20.6,0,1.6,121,121,17,53,1900,53,1800,42,10,49
139,139,25,1008.4,20.9,0,1.9,152,167,10,49,1800,42,1500,40,9,43
124,124,26.4,1008.4,20.9,0,1.8,139,139,9,43,1500,40,1300,52,11,40
118,118,27.8,1008.3,20.9,0,1,124,124,11,40,1300,52,1400,68,14,42
125,125,28.4,1008.1,20.4,0,1.6,118,118,14,42,1400,68,1500,96,15,42
133,133,30.1,1008,20.4,0,1.5,125,125,15,42,1500,96,1600,138,16,41
142,142,31.6,1007.2,18.9,0,2,133,133,16,41,1600,138,1500,196,16,31
122,122,32.6,1006.2,17.6,0,2.4,142,142,16,31,1500,196,1200,230,12,21
117,117,33.4,1005.7,17.6,0,2.2,122,122,12,21,1200,230,1000,233,9,17
112,112,33.2,1005.4,17.4,0,2.4,117,117,9,17,1000,233,900,232,6,15
109,109,34,1005,18.1,0,1.4,112,112,6,15,900,232,900,231,5,16
127,129,33.3,1004.7,18.3,0,2.8,109,109,5,16,900,231,1000,238,5,20
136,136,32.7,1004.3,18.9,0,2.1,127,129,5,20,1000,238,1000,233,6,24
136,136,31.2,1004.7,20.5,0,2.8,136,136,6,24,1000,233,1100,234,6,23
139,153,30.3,1004.9,19.7,0,2.9,136,136,6,23,1100,234,1200,204,9,40
102,102,29.6,1005.5,18.7,0,2.5,139,153,9,40,1200,204,1100,174,12,37
93,93,29.1,1005.6,18.5,0,2.6,102,102,12,37,1100,174,1100,138,14,40
91,91,28.5,1005.9,19.2,0,1.9,93,93,14,40,1100,138,1200,110,13,46
80,80,27.4,1005.8,19.7,0,1.8,91,91,13,46,1200,110,1100,91,11,46
64,67,26,1005.9,20.6,0,1.9,80,80,11,46,1100,91,1100,64,9,51
84,103,24.9,1005.8,20.8,0,2.1,64,67,9,51,1100,64,1100,18,10,64
78,78,24.6,1005.8,20.9,0,2.2,84,103,10,64,1100,18,700,19,8,46
81,81,24.1,1005.7,20.8,0,2.8,78,78,8,46,700,19,700,31,6,35
81,81,24.1,1005.6,21,0,2,81,81,6,35,700,31,1000,30,5,33
80,80,24.4,1006.1,21.1,0,1.2,81,81,5,33,1000,30,1100,35,5,32
85,85,24.9,1006.1,21.4,0,1.7,80,80,5,32,1100,35,1300,28,6,40
89,89,25.3,1006.4,21.4,0,1,85,85,6,40,1300,28,1400,26,7,45
102,102,26.5,1005.9,21.5,0,1.7,89,89,7,45,1400,26,1500,32,8,44
110,110,27.3,1005.6,21.6,0,1.9,102,102,8,44,1500,32,1600,47,9,42
122,122,28,1005.3,22,0,1.4,110,110,9,42,1600,47,1900,57,10,49
131,131,29.8,1004.6,22,0,2.1,122,122,10,49,1900,57,2000,81,12,49
155,155,30.5,1003.9,22.4,0,2.9,131,131,12,49,2000,81,2100,124,14,45
167,167,31.7,1003.2,22.1,0,1.8,155,155,14,45,2100,124,1900,178,11,34
163,163,32.2,1002.4,21.7,0,1.6,167,167,11,34,1900,178,1800,205,10,29
144,144,32.7,1001.8,20.9,0,2.6,163,163,10,29,1800,205,1300,209,7,23
128,128,32.7,1001.2,20.6,0,2.1,144,144,7,23,1300,209,1200,211,6,23
125,125,32.5,1001,19.7,0,2.4,128,128,6,23,1200,211,1100,202,6,24
127,127,31.8,1001.3,21,0,2,125,125,6,24,1100,202,1100,201,4,26
140,142,30.7,1001.7,23.4,0,1.9,127,127,4,26,1100,201,1200,204,3,28
164,164,30,1002,22.7,0,2.1,140,142,3,28,1200,204,1200,183,3,35
99,99,29.3,1002.3,21.8,0,1.8,164,164,3,35,1200,183,700,122,4,33
72,72,28.7,1002.2,21.5,0,1.8,99,99,4,33,700,122,700,77,6,42
77,77,27.8,1002.4,21.8,0,1.7,72,72,6,42,700,77,700,54,6,48
75,75,27.3,1002.4,22,0,1.4,77,77,6,48,700,54,700,30,5,59
81,81,26.5,1002.2,22.1,0,1.2,75,75,5,59,700,30,800,13,6,67
90,90,25.9,1002.2,22.2,0,1,81,81,6,67,800,13,800,10,7,64
104,104,25.4,1002.1,22.3,0,1,90,90,7,64,800,10,800,18,6,53
101,101,25.2,1002.2,22.9,0,1.4,104,104,6,53,800,18,700,22,5,42
92,92,25.4,1002.4,23.1,0,1.1,101,101,5,42,700,22,900,9,5,51
100,100,26.1,1002.7,23.2,0,1.2,92,92,5,51,900,9,900,13,5,44
112,112,27.3,1002.6,23.3,0,1.3,100,100,5,44,900,13,900,19,4,41
110,110,27.9,1002.7,23.3,0,1.8,112,112,4,41,900,19,1000,26,5,47
118,118,30.2,1002.5,23.4,0,0.9,110,110,5,47,1000,26,1100,44,6,50
130,130,31.7,1001.8,23.3,0,1.4,118,118,6,50,1100,44,1100,99,7,43
142,142,32.8,1000.9,22.6,0,2.2,130,130,7,43,1100,99,1100,150,7,41
156,156,34,1000,22.8,0,2.8,142,142,7,41,1100,150,1200,167,7,39
108,108,34.7,999.1,21.7,0,2.8,156,156,7,39,1200,167,900,190,6,20
91,91,35.4,998.5,22,0,2.4,108,108,6,20,900,190,700,176,3,14
97,97,35.5,998.2,21.7,0,3.4,91,91,3,14,700,176,800,187,3,16
115,115,34.7,998,21.7,0,3.3,97,97,3,16,800,187,800,191,3,17
117,117,34.4,998.2,21.1,0,2.9,115,115,3,17,800,191,900,185,2,17
117,117,33.7,998.4,20.8,0,3.3,117,117,2,17,900,185,800,171,2,18
115,115,32.8,998.4,22,0,1.7,117,117,2,18,800,171,800,170,2,21
135,135,32.2,998.9,21.7,0,1.5,115,115,2,21,800,170,800,164,2,25
161,161,31.5,999.1,22.5,0,2.6,135,135,2,25,800,164,900,135,2,31
143,143,30.7,999.3,22.6,0,2.3,161,161,2,31,900,135,800,106,2,28
132,132,30.1,999.4,22.5,0,1.4,143,143,2,28,800,106,700,84,2,31
128,128,29.1,999.4,22.6,0,1.4,132,132,2,31,700,84,800,69,3,33
143,143,28.5,999.2,22.5,0,1.6,128,128,3,33,800,69,800,50,4,30
151,151,28,999.1,22.7,0,1.1,143,143,4,30,800,50,700,39,4,32
159,159,26.8,999.2,22.6,0,0.8,151,151,4,32,700,39,700,48,4,34
167,167,26.2,999.3,23.1,0,0.9,159,159,4,34,700,48,900,46,4,32
172,172,27.1,999.5,23.6,0,0.7,167,167,4,32,900,46,1000,40,4,35
180,180,28.4,999.7,23.5,0,0.9,172,172,4,35,1000,40,1000,40,4,37
176,176,29.9,999.9,23.6,0,0.9,180,180,4,37,1000,40,1100,42,4,46
177,177,30.6,999.9,23.5,0,1,176,176,4,46,1100,42,1100,62,4,51
177,177,32,999.4,23.3,0,1.5,177,177,4,51,1100,62,1100,102,5,49
153,153,33.5,998.9,21.6,0,1.9,177,177,5,49,1100,102,1000,150,6,38
100,100,34.6,998.3,19.8,0,2.8,153,153,6,38,1000,150,800,171,5,22
84,84,35.3,997.6,20,0,3,100,100,5,22,800,171,700,171,5,16
81,81,35.8,996.9,19.7,0,2.9,84,84,5,16,700,171,700,169,5,13
69,69,35.9,996.3,20.2,0,3.4,81,81,5,13,700,169,600,159,6,11
96,96,35.6,996.1,20.7,0,3.9,69,69,6,11,600,159,800,182,6,12
91,91,35.7,995.9,20.4,0,2.8,96,96,6,12,800,182,800,187,6,12
92,92,34.9,995.8,19.7,0,2.9,91,91,6,12,800,187,800,179,6,14
91,91,34.1,996.2,18.6,0,2.6,92,92,6,14,800,179,800,179,8,15
90,90,33.5,996.7,19.2,0,2.3,91,91,8,15,800,179,800,159,8,21
95,95,33.1,997.4,19.6,0,3.4,90,90,8,21,800,159,700,130,5,29
108,108,32.3,997.8,20.9,0,3.1,95,95,5,29,700,130,700,109,3,31
99,99,31.9,997.9,21.1,0,2.9,108,108,3,31,700,109,500,104,2,24
108,108,31.2,997.6,21.4,0,2.1,99,99,2,24,500,104,500,93,3,26
108,108,30.3,997.3,21.4,0,2.5,108,108,3,26,500,93,600,84,8,25
113,113,29.8,997,21.5,0,2.7,108,108,8,25,600,84,600,79,11,25
128,128,29.1,996.9,21.3,0,2.2,113,113,11,25,600,79,600,73,6,27
137,137,28.8,996.8,21.3,0,1.8,128,128,6,27,600,73,700,62,6,30
138,138,28.5,996.7,21.5,0,1.6,137,137,6,30,700,62,700,51,7,36
